movieId,title,year,genres,imdbId,link,time,budget,cast,director
2596,SLC Punk!,1998,Comedy|Drama,0133189,http://www.imdb.com/title/tt0133189,97.0,NA,Matthew Lillard|Michael A. Goorjian|Annabeth Gish|Jennifer Lien|Christopher McDonald|Devon Sawa|Jason Segel|Adam Pascal|Til Schweiger|James Duval|Summer Phoenix|Chiara Barzini|Kevin Breznahan|Christina Karras|Russell Peacock,James Merendino
2597,Lost & Found,1999,Comedy|Romance,0120836,http://www.imdb.com/title/tt0120836,95.0,3e7,David Spade|Ever Carradine|Stephanie Chang|Neal MacMillan|Turtle|Mitchell Whitfield|Lloyd Garroway|Artie Lange|Coby|Sophie Marceau|Carole Cook|Estelle Harris|Marla Gibbs|Rose Marie|Natalie Barish,Jeff Pollack
2598,Pushing Tin,1999,Comedy,0120797,http://www.imdb.com/title/tt0120797,124.0,33e6,John Cusack|Billy Bob Thornton|Cate Blanchett|Angelina Jolie|Jake Weber|Kurt Fuller|Vicki Lewis|Matt Ross|Jerry Grayson|Michael Willis|Philip Akin|Mike O'Malley|Neil Crone|Matt Gordon|Joe Pingue,Mike Newell
2599,Election,1999,Comedy,0126886,http://www.imdb.com/title/tt0126886,103.0,25e6,Matthew Broderick|Reese Witherspoon|Chris Klein|Jessica Campbell|Mark Harelik|Phil Reeves|Molly Hagan|Delaney Driscoll|Colleen Camp|Frankie Ingrassia|Matt Malloy|Jeanine Jackson|Holmes Osborne|Loren Nelson|Emily Martin,Alexander Payne
2600,eXistenZ,1999,Action|Sci-Fi|Thriller,0120907,http://www.imdb.com/title/tt0120907,97.0,31e6,Jennifer Jason Leigh|Jude Law|Ian Holm|Willem Dafoe|Don McKellar|Callum Keith Rennie|Christopher Eccleston|Sarah Polley|Robert A. Silverman|Oscar Hsu|Kris Lemche|Vik Sahay|Kirsten Johnson|James Kirchner|Balázs Koós,David Cronenberg
2605,Entrapment,1999,Crime|Thriller,0137494,http://www.imdb.com/title/tt0137494,113.0,66e6,Sean Connery|Catherine Zeta-Jones|Ving Rhames|Will Patton|Maury Chaykin|Kevin McNally|Terry O'Neill|Madhav Sharma|David Yip|Tim Potter|Eric Meyers|Aaron Swartz|William Marsh|Tony Xu|Rolf Saxon,Jon Amiel
2606,Idle Hands,1999,Comedy|Horror,0138510,http://www.imdb.com/title/tt0138510,92.0,25e6,Devon Sawa|Seth Green|Elden Henson|Jessica Alba|Vivica A. Fox|Christopher Hart|Jack Noseworthy|Katie Wright|Sean Whalen|Nicholas Sadler|Fred Willard|Connie Ray|Steve Van Wormer|Kelly Monaco|Timothy Stack,Rodman Flender
2607,Get Real,1998,Drama|Romance,0162973,http://www.imdb.com/title/tt0162973,108.0,NA,Ben Silverstone|Brad Gorton|Charlotte Brittain|Stacy Hart|Kate McEnery|Patrick Nielsen|Tim Harris|James D. White|James Perkins|Nicholas Hunter|Jacquetta May|David Lumsden|David Elliot|Morgan Jones|Richard Hawley,Simon Shore
2609,"King of Masks, The (Bian Lian)",1996,Drama,0115669,http://www.imdb.com/title/tt0115669,91.0,NA,Zhaoji Jia|Zhigang Zhang|Zhigang Zhao|Renying Zhou|Xu Zhu,Tian-Ming Wu
2610,Three Seasons,1999,Drama,0138874,http://www.imdb.com/title/tt0138874,113.0,NA,Ngoc Hiep Nguyen|Ngoc Minh|Phat Trieu Hoang|Diem Kieu|Hanh Kieu|Duong Don|Huu Duoc Nguyen|Hong Son Le|Ba Quang Nguyen|Huu Su Tran|Duc Hung Luong|Harvey Keitel|Diep Bui|Hoang Trieu|Tran Long,Tony Bui
2611,"Winslow Boy, The",1999,Drama,0155388,http://www.imdb.com/title/tt0155388,104.0,NA,Matthew Pidgeon|Rebecca Pidgeon|Gemma Jones|Nigel Hawthorne|Lana Bilzerian|Sarah Flind|Aden Gillett|Guy Edwards|Colin Stinton|Eve Bland|Sara Stewart|Perry Fenwick|Alan Polonsky|Jeremy Northam|Neil North,David Mamet
2612,Mildred Pierce,1945,Drama|Film-Noir,0037913,http://www.imdb.com/title/tt0037913,111.0,1453e3,Joan Crawford|Jack Carson|Zachary Scott|Eve Arden|Ann Blyth|Bruce Bennett|Lee Patrick|Moroni Olsen|Veda Ann Borg|Jo Ann Marlowe,Michael Curtiz
2613,Night of the Comet,1984,Comedy|Horror|Sci-Fi,0087799,http://www.imdb.com/title/tt0087799,95.0,7e5,Robert Beltran|Catherine Mary Stewart|Kelli Maroney|Sharon Farrell|Mary Woronov|Geoffrey Lewis|Peter Fox|John Achorn|Michael Bowen|Devon Ericson|Lissa Layng|Ivan E. Roth|Janice Kawaye|Chance Boyer|Andrew Boyer,Thom Eberhardt
2615,My Science Project,1985,Adventure|Sci-Fi,0089652,http://www.imdb.com/title/tt0089652,94.0,NA,John Stockwell|Danielle von Zerneck|Fisher Stevens|Raphael Sbarge|Richard Masur|Barry Corbin|Ann Wedgeworth|Dennis Hopper|Candace Silvers|Beau Dremann|Pat Simmons|John Vidor|Vincent Barbour|Jaime Alba|Robert Beer,Jonathan R. Betuel
2616,Dick Tracy,1990,Action|Crime,0099422,http://www.imdb.com/title/tt0099422,105.0,47e6,Warren Beatty|Charlie Korsmo|Michael Donovan O'Donnell|Jim Wilkey|Stig Eldred|Neil Summers|Chuck Hicks|Lawrence Steven Meyers|William Forsythe|Ed O'Ross|Glenne Headly|Marvellee Cariaga|Michael Gallup|Seymour Cassel|James Keane,Warren Beatty
2617,"Mummy, The",1999,Action|Adventure|Comedy|Fantasy|Horror|Thriller,0120616,http://www.imdb.com/title/tt0120616,125.0,8e7,Brendan Fraser|Rachel Weisz|John Hannah|Arnold Vosloo|Kevin J. O'Connor|Jonathan Hyde|Oded Fehr|Erick Avari|Stephen Dunham|Corey Johnson|Tuc Watkins|Omid Djalili|Aharon Ipalé|Bernard Fox|Patricia Velasquez,Stephen Sommers
2618,"Castle, The",1997,Comedy,0118826,http://www.imdb.com/title/tt0118826,85.0,NA,Michael Caton|Anne Tenney|Stephen Curry|Anthony Simcoe|Sophie Lee|Wayne Hope|Tiriel Mora|Eric Bana|Charles 'Bud' Tingwell|Robyn Nevin|Costas Kilias|Bryan Dawe|Monty Maizels|Lynda Gibson|John Benton,Rob Sitch
2620,This Is My Father,1998,Drama|Romance,0120865,http://www.imdb.com/title/tt0120865,NA,NA,James Caan|Jacob Tierney|Colm Meaney|Moira Deady|Susan Almgren|Pauline Hutton|Fiona Glascott|Françoise Graton|Joel Gordon|Alexandra Spunt|Victoria Sanchez|Terrence Scammell|Pat Leavy|Aiden Condron|Peadar Lamb,Paul Quinn
2621,Xiu Xiu: The Sent-Down Girl (Tian yu),1998,Drama,0115005,http://www.imdb.com/title/tt0115005,99.0,NA,Xiaolu Li|Lopsang|Zheng Qian|Jie Gao|Qianqian Li|Yue Lü|Qian Qiao|Cheng Jiang|Xiaoyu Yang|Xuejun Gu|Huzi|Zhizheng Li|Kun Zhang|Shijin Li|Dong Jia,Joan Chen
2622,William Shakespeare's A Midsummer Night's Dream,1999,Comedy|Fantasy,0140379,http://www.imdb.com/title/tt0140379,116.0,11e6,Kevin Kline|Michelle Pfeiffer|Rupert Everett|Stanley Tucci|Calista Flockhart|Anna Friel|Christian Bale|Dominic West|David Strathairn|Sophie Marceau|Roger Rees|Max Wright|Gregory Jbara|Bill Irwin|Sam Rockwell,Michael Hoffman
2624,After Life (Wandafuru raifu),1998,Drama|Fantasy,0165078,http://www.imdb.com/title/tt0165078,NA,NA,Arata Iura|Erika Oda|Susumu Terajima|Takashi Naitô|Kyôko Kagawa|Kei Tani|Taketoshi Naitô|Tôru Yuri|Yûsuke Iseya|Sayaka Yoshino|Kazuko Shirakawa|Kôtarô Shiga|Hisako Hara|Sadao Abe|Natsuo Ishidô,Hirokazu Koreeda
2625,Black Mask (Hak hap),1996,Action|Adventure|Crime|Sci-Fi|Thriller,0115693,http://www.imdb.com/title/tt0115693,99.0,NA,Jet Li|Ching Wan Lau|Karen Mok|Françoise Yip|Kong Lung|Anthony Chau-Sang Wong|Xin Xin Xiong|Moses Chan|King-Fai Chung|Ken Lok|Lawrence Ah Mon|Henry Fong|Mei-Yee Sze|Roy Szeto|Suk-yee Chan,Daniel Lee
2626,Edge of Seventeen,1998,Comedy|Drama|Romance,0138414,http://www.imdb.com/title/tt0138414,99.0,7e5,Chris Stafford|Tina Holmes|Andersen Gabrych|Stephanie McVay|Lea DeLaria|John Eby|Antonio Carriero|Jason Lockhart|Tony Maietta|Jeff Fryer|Kevin Joseph Kelly|Mark Gates|Stevie Reese Desmond|Barbie Marie|Craig H. Shepherd,David Moreton
2627,Endurance,1999,Documentary|Drama,0120659,http://www.imdb.com/title/tt0120659,83.0,NA,Haile Gebrsellasie|Shawananness Gebrselassie|Yonas Zergaw|Tedesse Haile|Bekele Gebrselassie|Alem Tellahun|Assefa Gebrselassie|Tizazu Mashresha|Winishet Tesfaye|Abinet Tedesse|Berhane Tesfaye|Bekele Negash|Berhane Taye|Endale Workineh|Zinash Workineh,Leslie Woodhead|Bud Greenspan
2628,Star Wars: Episode I - The Phantom Menace,1999,Action|Adventure|Sci-Fi,0120915,http://www.imdb.com/title/tt0120915,136.0,115e6,Liam Neeson|Ewan McGregor|Natalie Portman|Jake Lloyd|Ian McDiarmid|Pernilla August|Oliver Ford Davies|Hugh Quarshie|Ahmed Best|Anthony Daniels|Kenny Baker|Frank Oz|Terence Stamp|Brian Blessed|Andy Secombe,George Lucas
2629,"Love Letter, The",1999,Comedy|Romance,0166252,http://www.imdb.com/title/tt0166252,88.0,2e7,Kate Capshaw|Blythe Danner|Ellen DeGeneres|Julianne Nicholson|Tom Everett Scott|Tom Selleck|Gloria Stuart|Bill Buell|Alice Drummond|Erik Jensen|Margaret Ann Brady|Jessica Capshaw|Walter Covell|Patrick Donnelly|Lucas Hall,Peter Ho-Sun Chan
2630,Besieged (a.k.a. L' Assedio),1998,Drama,0149723,http://www.imdb.com/title/tt0149723,93.0,NA,Thandie Newton|David Thewlis|Claudio Santamaria|John C. Ojwang|Massimo De Rossi|Cyril Nri|Paul Osul|Veronica Lazar|Gian Franco Mazzoni|Maria Mazetti Di Pietralata|Andrea Quercia|Alexander Menis|Natalia Mignosa|Lorenzo Mollica|Elena Perino,Bernardo Bertolucci
2631,Frogs for Snakes,1998,Comedy|Film-Noir|Thriller,0120680,http://www.imdb.com/title/tt0120680,108.0,NA,José Rafael Arango|Nicole Arlyn|David Cale|Nick Chinlund|Robbie Coltrane|David Deblinger|Anthony DeSando|John DiMaggio|Harry Hamlin|Ian Hart|Barbara Hershey|Zak Kerkoulas|John Leguizamo|Linda Mancini|Lisa Marie,Amos Poe
2633,"Mummy, The",1932,Horror|Romance,0023245,http://www.imdb.com/title/tt0023245,73.0,196e3,Boris Karloff|Zita Johann|David Manners|Arthur Byron|Edward Van Sloan|Bramwell Fletcher|Noble Johnson|Kathryn Byron|Leonard Mudie|James Crane|Henry Victor|Arnold Gray,Karl Freund
2634,"Mummy, The",1959,Horror,0053085,http://www.imdb.com/title/tt0053085,86.0,125e3,Peter Cushing|Christopher Lee|Yvonne Furneaux|Eddie Byrne|Felix Aylmer|Raymond Huntley|George Pastell|Michael Ripper|George Woodbridge|Harold Goodwin|Denis Shaw|Gerald Lawson|Willoughby Gray|John Stuart|David Browning,Terence Fisher
2635,"Mummy's Curse, The",1944,Horror,0037098,http://www.imdb.com/title/tt0037098,60.0,NA,Lon Chaney Jr.|Peter Coe|Virginia Christine|Kay Harding|Dennis Moore|Martin Kosleck|Kurt Katch|Addison Richards|Holmes Herbert|Charles Stevens|William Farnum|Napoleon Simpson,Leslie Goodwins
2636,"Mummy's Ghost, The",1944,Horror,0037099,http://www.imdb.com/title/tt0037099,61.0,NA,John Carradine|Robert Lowery|Ramsay Ames|Barton MacLane|George Zucco|Frank Reicher|Harry Shannon|Emmett Vogan|Lester Sharpe|Claire Whitney|Oscar O'Shea|Lon Chaney Jr.,Reginald Le Borg (as Reginald LeBorg)
2637,"Mummy's Hand, The",1940,Horror,0032818,http://www.imdb.com/title/tt0032818,67.0,NA,Dick Foran|Peggy Moran|Wallace Ford|Eduardo Ciannelli|George Zucco|Cecil Kellaway|Charles Trowbridge|Tom Tyler|Sig Arno|Eddie Foster|Harry Stubbs|Michael Mark|Mara Tartar|Leon Belasco,Christy Cabanne
2638,"Mummy's Tomb, The",1942,Horror,0035096,http://www.imdb.com/title/tt0035096,60.0,NA,Dick Foran|John Hubbard|Elyse Knox|George Zucco|Wallace Ford|Turhan Bey|Virginia Brissac|Cliff Clark|Mary Gordon|Paul E. Burns|Frank Reicher|Emmett Vogan|Lon Chaney Jr.,Harold Young
2639,Mommie Dearest,1981,Drama,0082766,http://www.imdb.com/title/tt0082766,129.0,5e6,Faye Dunaway|Diana Scarwid|Steve Forrest|Howard Da Silva|Mara Hobel|Rutanya Alda|Harry Goz|Michael Edwards|Jocelyn Brando|Priscilla Pointer|Joe Abdullah|Gary Allen|Selma Archerd|Adrian Aron|Xander Berkeley,Frank Perry
2640,Superman,1978,Action|Adventure|Sci-Fi,0078346,http://www.imdb.com/title/tt0078346,143.0,55e6,Marlon Brando|Gene Hackman|Christopher Reeve|Ned Beatty|Jackie Cooper|Glenn Ford|Trevor Howard|Margot Kidder|Jack O'Halloran|Valerie Perrine|Maria Schell|Terence Stamp|Phyllis Thaxter|Susannah York|Jeff East,Richard Donner
2641,Superman II,1980,Action|Sci-Fi,0081573,http://www.imdb.com/title/tt0081573,127.0,54e6,Gene Hackman|Christopher Reeve|Ned Beatty|Jackie Cooper|Sarah Douglas|Margot Kidder|Jack O'Halloran|Valerie Perrine|Susannah York|Clifton James|E.G. Marshall|Marc McClure|Terence Stamp|Leueen Willoughby|Robin Pappas,Richard Lester|Richard Donner (uncredited)
2642,Superman III,1983,Action|Adventure|Sci-Fi,0086393,http://www.imdb.com/title/tt0086393,125.0,39e6,Christopher Reeve|Richard Pryor|Jackie Cooper|Marc McClure|Annette O'Toole|Annie Ross|Pamela Stephenson|Robert Vaughn|Margot Kidder|Gavan O'Herlihy|Nancy Roberts|Graham Stark|Henry Woolf|Gordon Rollings|Peter Wear,Richard Lester
2643,Superman IV: The Quest for Peace,1987,Action|Adventure|Sci-Fi,0094074,http://www.imdb.com/title/tt0094074,90.0,17e6,Christopher Reeve|Gene Hackman|Jackie Cooper|Marc McClure|Jon Cryer|Sam Wanamaker|Mark Pillow|Mariel Hemingway|Margot Kidder|Damian McLawhorn|William Hootkins|Jim Broadbent|Stanley Lebor|Don Fellows|Robert Beatty,Sidney J. Furie
2644,Dracula,1931,Horror,0021814,http://www.imdb.com/title/tt0021814,75.0,355e3,Bela Lugosi|Helen Chandler|David Manners|Dwight Frye|Edward Van Sloan|Herbert Bunston|Frances Dade|Joan Standing|Charles K. Gerrard,Tod Browning
2647,House of Frankenstein,1944,Horror,0036931,http://www.imdb.com/title/tt0036931,71.0,NA,Boris Karloff|Lon Chaney Jr.|John Carradine|Anne Gwynne|Peter Coe|Lionel Atwill|George Zucco|Elena Verdugo|Sig Ruman|William Edmunds|Charles Miller|Philip Van Zandt|Julius Tannen|Hans Herbert|Dick Dickinson,Erle C. Kenton
2648,Frankenstein,1931,Drama|Horror|Sci-Fi,0021884,http://www.imdb.com/title/tt0021884,70.0,291e3,Colin Clive|Mae Clarke|John Boles|Boris Karloff|Edward Van Sloan|Frederick Kerr|Dwight Frye|Lionel Belmore|Marilyn Harris,James Whale
2649,Son of Frankenstein,1939,Horror,0031951,http://www.imdb.com/title/tt0031951,99.0,NA,Basil Rathbone|Boris Karloff|Bela Lugosi|Lionel Atwill|Josephine Hutchinson|Donnie Dunagan|Emma Dunn|Edgar Norton|Perry Ivins|Lawrence Grant|Lionel Belmore|Michael Mark|Caroline Frances Cooke|Gustav von Seyffertitz|Lorimer Johnston,Rowland V. Lee
2650,"Ghost of Frankenstein, The",1942,Horror,0034786,http://www.imdb.com/title/tt0034786,67.0,NA,Lon Chaney Jr.|Cedric Hardwicke|Ralph Bellamy|Lionel Atwill|Bela Lugosi|Evelyn Ankers|Janet Ann Gallow|Barton Yarborough|Doris Lloyd|Leyland Hodgson|Olaf Hytten|Holmes Herbert,Erle C. Kenton
2651,Frankenstein Meets the Wolf Man,1943,Horror,0035899,http://www.imdb.com/title/tt0035899,74.0,NA,Ilona Massey|Patric Knowles|Lionel Atwill|Bela Lugosi|Maria Ouspenskaya|Dennis Hoey|Don Barclay|Rex Evans|Dwight Frye|Harry Stubbs|Lon Chaney Jr.,Roy William Neill
2652,"Curse of Frankenstein, The",1957,Horror,0050280,http://www.imdb.com/title/tt0050280,82.0,65e3,Peter Cushing|Hazel Court|Robert Urquhart|Christopher Lee|Melvyn Hayes|Valerie Gaunt|Paul Hardtmuth|Noel Hood|Fred Johnson|Claude Kingston|Alex Gallier|Michael Mulcaster|Andrew Leigh|Ann Blake|Sally Walsh,Terence Fisher
2653,Son of Dracula,1943,Horror,0036376,http://www.imdb.com/title/tt0036376,80.0,NA,Robert Paige|Louise Allbritton|Evelyn Ankers|Frank Craven|J. Edward Bromberg|Samuel S. Hinds|Adeline De Walt Reynolds|Pat Moriarity|Etta McDaniel|George Irving|Lon Chaney Jr.,Robert Siodmak
2654,"Wolf Man, The",1941,Drama|Fantasy|Horror,0034398,http://www.imdb.com/title/tt0034398,70.0,18e4,Claude Rains|Warren William|Ralph Bellamy|Patric Knowles|Bela Lugosi|Maria Ouspenskaya|Evelyn Ankers|J.M. Kerrigan|Fay Helm|Forrester Harvey|Lon Chaney Jr.,George Waggner
2655,Howling II: Your Sister Is a Werewolf,1985,Horror,0089308,http://www.imdb.com/title/tt0089308,91.0,NA,Christopher Lee|Annie McEnroe|Reb Brown|Marsha A. Hunt|Sybil Danning|Judd Omen|Ferdy Mayne|Patrick Field|Jimmy Nail|Steven Bronowski|James Crawford|Jirí Krytinár|Ladislav Krecmer|Jan Kraus|Petr Skarke,Philippe Mora
2656,Tarantula,1955,Horror|Sci-Fi,0048696,http://www.imdb.com/title/tt0048696,80.0,NA,John Agar|Mara Corday|Leo G. Carroll|Nestor Paiva|Ross Elliott|Edwin Rand|Raymond Bailey|Hank Patterson|Bert Holland|Steve Darrell,Jack Arnold
2657,"Rocky Horror Picture Show, The",1975,Comedy|Horror|Musical|Sci-Fi,0073629,http://www.imdb.com/title/tt0073629,100.0,12e5,Tim Curry|Susan Sarandon|Barry Bostwick|Richard O'Brien|Patricia Quinn|Nell Campbell|Jonathan Adams|Peter Hinwood|Meat Loaf|Charles Gray|Jeremy Newson|Hilary Farr|Perry Bedden|Christopher Biggins|Gaye Brown,Jim Sharman
2659,It Came from Hollywood,1982,Comedy|Documentary,0084156,http://www.imdb.com/title/tt0084156,80.0,5e6,Dan Aykroyd|John Candy|Cheech Marin|Tommy Chong|Gilda Radner|Don E. Carney|Honey Sheperd|Teena Nickolas|Susan Hart,Malcolm Leo|Andrew Solt
2660,"Thing from Another World, The",1951,Horror|Sci-Fi,0044121,http://www.imdb.com/title/tt0044121,87.0,NA,Margaret Sheridan|Kenneth Tobey|Robert Cornthwaite|Douglas Spencer|James Young|Dewey Martin|Robert Nichols|William Self|Eduard Franz|Sally Creighton|James Arness,Christian Nyby|Howard Hawks (uncredited)
2661,It Came from Outer Space,1953,Sci-Fi,0045920,http://www.imdb.com/title/tt0045920,81.0,8e5,Richard Carlson|Barbara Rush|Charles Drake|Joe Sawyer|Russell Johnson|Kathleen Hughes,Jack Arnold
2662,"War of the Worlds, The",1953,Action|Drama|Sci-Fi,0046534,http://www.imdb.com/title/tt0046534,85.0,2e6,Gene Barry|Ann Robinson|Les Tremayne|Robert Cornthwaite|Sandro Giglio|Lewis Martin|Houseley Stevenson Jr.|Paul Frees|William Phipps|Vernon Rich|Henry Brandon|Jack Kruschen|Cedric Hardwicke|Cliff Clark|Rudy Lee,Byron Haskin
2664,Invasion of the Body Snatchers,1956,Horror|Sci-Fi|Thriller,0049366,http://www.imdb.com/title/tt0049366,80.0,417e3,Kevin McCarthy|Dana Wynter|Larry Gates|King Donovan|Carolyn Jones|Jean Willes|Ralph Dumke|Virginia Christine|Tom Fadden|Kenneth Patterson|Guy Way|Eileen Stevens|Beatrice Maude|Jean Andren|Bobby Clark,Don Siegel
2668,Swamp Thing,1982,Horror|Sci-Fi,0084745,http://www.imdb.com/title/tt0084745,91.0,3e6,Louis Jourdan|Adrienne Barbeau|Ray Wise|David Hess|Nicholas Worth|Don Knight|Al Ruban|Dick Durock|Ben Bates|Nannette Brown|Reggie Batts|Mimi Craven|Karen Price|Bill Erickson|Dov Gottesfeld,Wes Craven
2669,Pork Chop Hill,1959,War,0053183,http://www.imdb.com/title/tt0053183,97.0,NA,Gregory Peck|Harry Guardino|Rip Torn|George Peppard|Carl Benton Reid|James Edwards|Bob Steele|Woody Strode|George Shibata|Norman Fell|Lew Gallo|Robert Blake|Cliff Ketchum|Biff Elliot|Charles Aidman,Lewis Milestone
2670,Run Silent Run Deep,1958,War,0052151,http://www.imdb.com/title/tt0052151,93.0,NA,Clark Gable|Burt Lancaster|Jack Warden|Brad Dexter|Don Rickles|Nick Cravat|Joe Maross|Mary LaRoche|Eddie Foy III|Rudy Bond,Robert Wise
2671,Notting Hill,1999,Comedy|Romance,0125439,http://www.imdb.com/title/tt0125439,124.0,42e6,Julia Roberts|Hugh Grant|Richard McCabe|Rhys Ifans|James Dreyfus|Dylan Moran|Roger Frost|Henry Goodman|Julian Rhind-Tutt|Lorelei King|John Shrapnel|Clarke Peters|Arturo Venegas|Yolanda Vazquez|Mischa Barton,Roger Michell
2672,"Thirteenth Floor, The",1999,Drama|Sci-Fi|Thriller,0139809,http://www.imdb.com/title/tt0139809,100.0,16e6,Craig Bierko|Armin Mueller-Stahl|Gretchen Mol|Vincent D'Onofrio|Dennis Haysbert|Steven Schub|Jeremy Roberts|Rif Hutton|Leon Rippy|Janet MacLachlan|Brad William Henke|Burt Bulos|Venessia Valentino|Howard S. Miller|Tia Texada,Josef Rusnak
2673,Eternity and a Day (Mia aoniotita kai mia mera),1998,Drama,0156794,http://www.imdb.com/title/tt0156794,137.0,NA,Bruno Ganz|Isabelle Renauld|Fabrizio Bentivoglio|Achileas Skevis|Lazaros Andreou|Aristotelis Aposkitis|Despina Bebedelli|Iris Chatziantoniou|Dimitris Fotsinos-Safrantzas|Petros Fyssoun|Eleni Gerasimidou|Rony Gianari|Milena Giannakidou|Mihalis Giannatos|Themis Gousoulis,Theodoros Angelopoulos (as Theo Angelopoulos)
2674,"Loss of Sexual Innocence, The",1999,Drama|Fantasy,0126859,http://www.imdb.com/title/tt0126859,106.0,4e6,Julian Sands|Saffron Burrows|Stefano Dionisi|Kelly Macdonald|Gina McKee|Jonathan Rhys Meyers|Bernard Hill|Rossy de Palma|John Cowey|Nina McKay|Dickson Osa-Omorogbe|Jock Gibson Cowl|Justin Chadwick|Femi Ogunbanjo|Hanne Klintoe,Mike Figgis
2676,Instinct,1999,Drama|Thriller,0128278,http://www.imdb.com/title/tt0128278,126.0,8e7,Anthony Hopkins|Cuba Gooding Jr.|Donald Sutherland|Maura Tierney|George Dzundza|John Ashton|John Aylward|Thomas Q. Morris|Doug Spinuzza|Paul Bates|Rex Linn|Rod McLachlan|Kurt Smildsin|Jim R. Coleman|Tracey Ellis,Jon Turteltaub
2677,Buena Vista Social Club,1999,Documentary|Musical,0186508,http://www.imdb.com/title/tt0186508,105.0,NA,Compay Segundo|Eliades Ochoa|Ry Cooder|Joachim Cooder|Ibrahim Ferrer|Omara Portuondo|Rubén González|Orlando 'Cachaíto' López|Amadito Valdés|Manuel 'Guajiro' Mirabal|Barbarito Torres|Pío Leyva|Manuel 'Puntillita' Licea|Juan de Marcos González,Wim Wenders
2678,Desert Blue,1998,Drama,0126261,http://www.imdb.com/title/tt0126261,90.0,2e6,Casey Affleck|Brendan Sexton III|Kate Hudson|Christina Ricci|John Heard|Ethan Suplee|Sara Gilbert|Isidra Vega|Peter Sarsgaard|Rene Rivera|Lee Holmes|Lucinda Jenney|Jerry Agee|Daniel von Bargen|Richmond Arquette,Morgan J. Freeman
2681,Free Enterprise,1998,Comedy|Romance|Sci-Fi,0141105,http://www.imdb.com/title/tt0141105,113.0,NA,Eric McCormack|Carl Bressler|Ethan Glazer|Phyllis Franklin|Brandon Kleyla|Thomas Hobson|Marilyn Kentz|Spencer Klein|Mickey Cassidy|Rafer Weigel|Jennifer Sommerfeld|Tricia Cruz|Annika Brindley|William Shatner|Michael Altman,Robert Meyer Burnett
2682,Limbo,1999,Drama,0164085,http://www.imdb.com/title/tt0164085,126.0,8e6,Mary Elizabeth Mastrantonio|David Strathairn|Vanessa Martinez|Hermínio Ramos|Kris Kristofferson|Dawn McInturff|Casey Siemaszko|Kathryn Grody|Tom Biss|Rita Taggart|Leo Burmester|Michael Laskin|Jimmy MacDonell|Mérit Carlson-van Dort|Monica Brandner,John Sayles
2683,Austin Powers: The Spy Who Shagged Me,1999,Action|Adventure|Comedy,0145660,http://www.imdb.com/title/tt0145660,95.0,33e6,Mike Myers|Heather Graham|Michael York|Robert Wagner|Rob Lowe|Seth Green|Mindy Sterling|Verne Troyer|Elizabeth Hurley|Gia Carides|Oliver Muirhead|George Cheung|Jeffrey Meng|Muse Watson|Scott Cooper,Jay Roach
2686,"Red Violin, The (Violon rouge, Le)",1998,Drama|Mystery,0120802,http://www.imdb.com/title/tt0120802,130.0,1e7,Carlo Cecchi|Irene Grazioli|Anita Laurenzi|Tommaso Puntelli|Samuele Amighetti|Jean-Luc Bideau|Aldo Brugnini|Christoph Koncz|Clotilde Mollet|Florentín Groll|Johannes Silberschneider|Rainer Egger|Paul Koeker|Wolfgang Böck|Josef Mairginter,François Girard
2687,Tarzan,1999,Adventure|Animation|Children|Drama,0120855,http://www.imdb.com/title/tt0120855,88.0,13e7,Brian Blessed|Glenn Close|Minnie Driver|Tony Goldwyn|Nigel Hawthorne|Lance Henriksen|Wayne Knight|Alex D. Linz|Rosie O'Donnell|Beth Anderson|Jack Angel|Joseph Ashton|Bob Bergen|Billy Bodine|Rodger Bumpass,Chris Buck|Kevin Lima
2688,"General's Daughter, The",1999,Crime|Drama|Mystery|Thriller,0144214,http://www.imdb.com/title/tt0144214,116.0,95e6,John Travolta|Madeleine Stowe|James Cromwell|Timothy Hutton|Leslie Stefanson|Daniel von Bargen|Clarence Williams III|James Woods|Peter Weireter|Mark Boone Junior|John Beasley|Boyd Kestner|Brad Beyer|John Benjamin Hickey|Rick Dial,Simon West
2689,Get Bruce,1999,Documentary,0184510,http://www.imdb.com/title/tt0184510,82.0,NA,Whoopi Goldberg|Bette Midler|Robin Williams|Nathan Lane|Lily Tomlin|Bruce Vilanch|Raquel Welch|Michael Feinstein|Shirley MacLaine|Florence Henderson|Steven Seagal|Michael Douglas|Paul Reiser|Danny Harris|Jenifer Lewis,Andrew J. Kuehn
2690,"Ideal Husband, An",1999,Comedy|Romance,0122541,http://www.imdb.com/title/tt0122541,97.0,14e6,Peter Vaughan|Rupert Everett|Minnie Driver|Cate Blanchett|Ben Pullen|Marsha Fitzalan|Julianne Moore|Lindsay Duncan|Neville Phillips|John Wood|Jeremy Northam|Nickolas Grace|Simon Russell Beale|Anna Patrick|Delia Lindsay,Oliver Parker
2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano)",1998,Drama,0120731,http://www.imdb.com/title/tt0120731,165.0,9e6,Tim Roth|Pruitt Taylor Vince|Bill Nunn|Clarence Williams III|Mélanie Thierry|Gabriele Lavia|Peter Vaughan|Niall O'Brien|Alberto Vazquez|Luigi De Luca|Femi Elufowoju Jr.|Nigel Fan|Roger Monk|Leonid Zaslavski|Bernard Padden,Giuseppe Tornatore
